from_task_id,to_task_id,can_follow,deadhead_time_slot,deadhead_distance_km,deadhead_energy_kwh
T_Weekday.0543,T_Weekday.0833,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.0836,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.0839,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.0842,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.0845,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.0848,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.0851,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.0854,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.0857,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.0900,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.0903,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.0907,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.0911,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.0915,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.0919,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.0924,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.0930,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.0936,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.0941,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.0947,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.0953,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.0958,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1004,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1010,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1015,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1021,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1027,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1032,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1038,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1044,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1049,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1055,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1101,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1106,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1112,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1118,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1123,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1129,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1135,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1140,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1146,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1152,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1157,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1203,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1209,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1214,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1220,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1226,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1231,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1237,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1243,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1248,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1254,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1300,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1305,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1311,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1317,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1322,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1328,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1334,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1339,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1345,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1351,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1356,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1402,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1408,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1413,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1419,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1425,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1430,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1436,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1442,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1447,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1453,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1459,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1504,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1510,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1516,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1521,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1527,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1533,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1538,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1544,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1550,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1555,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1601,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1607,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1612,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1618,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1623,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1629,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1634,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1639,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1644,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1649,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1655,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1700,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1705,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1710,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1715,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1721,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1726,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1731,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1736,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1741,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1747,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1752,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1757,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1802,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1807,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1813,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1818,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1823,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1828,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1833,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1839,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1844,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1849,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1854,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1859,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1905,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1910,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1915,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1920,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1925,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1931,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1936,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1941,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1946,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1951,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.1957,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.2002,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.2007,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.2012,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.2017,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.2023,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.2028,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.2033,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.2038,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.2043,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.2049,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.2054,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.2059,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.2104,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.2109,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.2115,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.2120,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.2125,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.2130,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.2135,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.2141,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.2146,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.2151,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.2157,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.2204,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.2211,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.2218,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.2225,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.2232,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.2239,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.2246,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.2253,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.2300,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.2309,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.2319,True,0,0.0,0.0
T_Weekday.0543,T_Weekday.2329,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0609,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0620,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0629,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0638,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0647,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0653,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0657,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0701,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0705,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0709,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0713,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0717,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0721,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0724,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0727,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0730,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0733,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0736,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0739,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0742,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0745,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0748,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0751,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0754,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0757,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0800,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0803,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0806,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0809,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0812,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0815,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0818,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0821,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0824,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0827,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0830,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0833,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0836,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0839,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0842,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0845,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0848,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0851,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0854,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0857,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0900,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0903,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0907,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0911,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0915,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0919,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0924,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0930,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0936,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0941,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0947,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0953,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.0958,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1004,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1010,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1015,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1021,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1027,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1032,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1038,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1044,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1049,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1055,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1101,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1106,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1112,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1118,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1123,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1129,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1135,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1140,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1146,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1152,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1157,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1203,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1209,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1214,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1220,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1226,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1231,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1237,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1243,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1248,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1254,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1300,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1305,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1311,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1317,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1322,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1328,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1334,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1339,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1345,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1351,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1356,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1402,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1408,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1413,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1419,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1425,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1430,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1436,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1442,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1447,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1453,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1459,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1504,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1510,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1516,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1521,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1527,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1533,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1538,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1544,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1550,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1555,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1601,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1607,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1612,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1618,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1623,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1629,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1634,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1639,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1644,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1649,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1655,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1700,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1705,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1710,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1715,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1721,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1726,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1731,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1736,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1741,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1747,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1752,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1757,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1802,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1807,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1813,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1818,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1823,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1828,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1833,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1839,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1844,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1849,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1854,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1859,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1905,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1910,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1915,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1920,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1925,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1931,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1936,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1941,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1946,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1951,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.1957,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.2002,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.2007,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.2012,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.2017,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.2023,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.2028,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.2033,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.2038,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.2043,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.2049,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.2054,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.2059,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.2104,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.2109,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.2115,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.2120,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.2125,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.2130,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.2135,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.2141,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.2146,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.2151,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.2157,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.2204,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.2211,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.2218,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.2225,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.2232,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.2239,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.2246,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.2253,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.2300,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.2309,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.2319,True,0,0.0,0.0
T_Weekday.0551,T_Weekday.2329,True,0,0.0,0.0
T_Weekday.0601,T_Weekday.0620,True,0,0.0,0.0
T_Weekday.0601,T_Weekday.0629,True,0,0.0,0.0
T_Weekday.0601,T_Weekday.0638,True,0,0.0,0.0
T_Weekday.0601,T_Weekday.0647,True,0,0.0,0.0
T_Weekday.0601,T_Weekday.0653,True,0,0.0,0.0
T_Weekday.0601,T_Weekday.0657,True,0,0.0,0.0
T_Weekday.0601,T_Weekday.0701,True,0,0.0,0.0
T_Weekday.0601,T_Weekday.0705,True,0,0.0,0.0
T_Weekday.0601,T_Weekday.0709,True,0,0.0,0.0
T_Weekday.0601,T_Weekday.0713,True,0,0.0,0.0
T_Weekday.0601,T_Weekday.0717,True,0,0.0,0.0
T_Weekday.0601,T_Weekday.0721,True,0,0.0,0.0
T_Weekday.0601,T_Weekday.0724,True,0,0.0,0.0
T_Weekday.0601,T_Weekday.0727,True,0,0.0,0.0
T_Weekday.0601,T_Weekday.0730,True,0,0.0,0.0
T_Weekday.0601,T_Weekday.0733,True,0,0.0,0.0
T_Weekday.0601,T_Weekday.0736,True,0,0.0,0.0
T_Weekday.0601,T_Weekday.0739,True,0,0.0,0.0
T_Weekday.0601,T_Weekday.0742,True,0,0.0,0.0
T_Weekday.0601,T_Weekday.0745,True,0,0.0,0.0
T_Weekday.0601,T_Weekday.0748,True,0,0.0,0.0
T_Weekday.0601,T_Weekday.0751,True,0,0.0,0.0
T_Weekday.0601,T_Weekday.0754,True,0,0.0,0.0
T_Weekday.0601,T_Weekday.0757,True,0,0.0,0.0
T_Weekday.0601,T_Weekday.0800,True,0,0.0,0.0
T_Weekday.0601,T_Weekday.0803,True,0,0.0,0.0
T_Weekday.0601,T_Weekday.0806,True,0,0.0,0.0
T_Weekday.0601,T_Weekday.0809,True,0,0.0,0.0
T_Weekday.0601,T_Weekday.0812,True,0,0.0,0.0
T_Weekday.0601,T_Weekday.0815,True,0,0.0,0.0
