scenario,trip_id,vehicle_id,powertrain,route_id,route_family,direction,departure,arrival,departure_min,arrival_min,service_distance_km,service_minutes,distance_source
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.0656,cf7b771e-a6ac-4e0b-9738-ad3901a68307,BEV,odpt-route-206aa2ef5f3a,渋22,inbound,06:56,07:39,416,459,8.763639,43,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.0657,4159394a-daba-42d9-aa73-3474613ab9f1,BEV,odpt-route-fb12ae43f5b0,渋23,outbound,06:57,07:39,417,459,9.376639,42,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.0703,builder-bev-tsurumaki-006,BEV,odpt-route-a6b5e7bf98f7,渋22,outbound,07:03,07:47,423,467,8.878174,44,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu21.0004600838.Kamimachieki.00240154.a.Weekday.0705,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c,BEV,odpt-route-495b9472e61b,渋21,outbound,07:05,07:33,425,453,5.508238,28,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu21.0004602125.Sakurashougakkou.00240160.a.Weekday.0706,35f95479-c68e-40bc-b31a-1f0a5490227c,BEV,odpt-route-599baa9cb2fb,渋21,outbound,07:06,07:36,426,456,5.703012,30,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.0708,89d3f73a-7cd0-421c-8e62-45a073264f6c,BEV,odpt-route-a6b5e7bf98f7,渋22,outbound,07:08,07:52,428,472,8.878174,44,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.0709,992b60f3-a928-4505-ad03-258145614671,ICE,odpt-route-e3a3088fd8ba,渋23,inbound,07:09,07:57,429,477,9.262104,48,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.0713,e4463ae4-7450-4ea4-b9e5-46962d854a07,ICE,odpt-route-fb12ae43f5b0,渋23,outbound,07:13,07:58,433,478,9.376639,45,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.0716,4f5a4c1d-cac3-4fd2-87a8-cf0049c71ebe,BEV,odpt-route-206aa2ef5f3a,渋22,inbound,07:16,08:03,436,483,8.763639,47,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu21.0004602970.Shibuyaeki.00240050.5.Weekday.0719,1804ab20-a2a0-475c-b4d0-71d8a72c192f,BEV,odpt-route-a66f2ed85ff9,渋21,inbound,07:19,07:45,439,465,5.62273,26,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu21.0004600838.Kamimachieki.00240154.a.Weekday.0721,e56620e3-804c-41a3-9441-b054b74c1392,BEV,odpt-route-495b9472e61b,渋21,outbound,07:21,07:50,441,470,5.508238,29,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.0723,b46f03c3-cfd6-4398-ad6a-a3bbfac7528f,ICE,odpt-route-e3a3088fd8ba,渋23,inbound,07:23,08:11,443,491,9.262104,48,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.0726,a645e188-64a8-4244-9882-49f00eeb8a62,BEV,odpt-route-fb12ae43f5b0,渋23,outbound,07:26,08:13,446,493,9.376639,47,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.0729,66629acd-98e0-4911-bc68-cd1c9b434a49,BEV,odpt-route-206aa2ef5f3a,渋22,inbound,07:29,08:18,449,498,8.763639,49,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.0731,8270c9a2-ed1f-4508-81a0-0903ddc4924c,BEV,odpt-route-a6b5e7bf98f7,渋22,outbound,07:31,08:17,451,497,8.878174,46,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.0738,ff03ad3a-409a-43ef-9c63-384bacb5f9d2,BEV,odpt-route-fb12ae43f5b0,渋23,outbound,07:38,08:25,458,505,9.376639,47,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.0739,builder-bev-tsurumaki-009,BEV,odpt-route-206aa2ef5f3a,渋22,inbound,07:39,08:28,459,508,8.763639,49,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.0743,83b7c190-860f-449d-9fa5-cf6acc616e22,ICE,odpt-route-e3a3088fd8ba,渋23,inbound,07:43,08:34,463,514,9.262104,51,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.0745,58bf7ff7-1083-4fbf-84b3-58d45c129f30,BEV,odpt-route-a6b5e7bf98f7,渋22,outbound,07:45,08:31,465,511,8.878174,46,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.0749,3e38e74f-191a-4b72-8061-59f0020151e3,BEV,odpt-route-206aa2ef5f3a,渋22,inbound,07:49,08:38,469,518,8.763639,49,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu21.0004600838.Kamimachieki.00240154.a.Weekday.0751,builder-bev-tsurumaki-010,BEV,odpt-route-495b9472e61b,渋21,outbound,07:51,08:22,471,502,5.508238,31,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.0752,3acd650a-ca8c-4114-9922-f514a915f460,BEV,odpt-route-fb12ae43f5b0,渋23,outbound,07:52,08:39,472,519,9.376639,47,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.0757,builder-bev-tsurumaki-006,BEV,odpt-route-206aa2ef5f3a,渋22,inbound,07:57,08:48,477,528,8.763639,51,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.0757,4159394a-daba-42d9-aa73-3474613ab9f1,BEV,odpt-route-e3a3088fd8ba,渋23,inbound,07:57,08:55,477,535,9.262104,58,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu21.0004602970.Shibuyaeki.00240050.5.Weekday.0800,d225af48-8eec-47b7-abb1-34cfe83e31f0,BEV,odpt-route-a66f2ed85ff9,渋21,inbound,08:00,08:28,480,508,5.62273,28,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.0807,cf7b771e-a6ac-4e0b-9738-ad3901a68307,BEV,odpt-route-a6b5e7bf98f7,渋22,outbound,08:07,08:53,487,533,8.878174,46,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.0811,89d3f73a-7cd0-421c-8e62-45a073264f6c,BEV,odpt-route-206aa2ef5f3a,渋22,inbound,08:11,09:02,491,542,8.763639,51,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.0813,992b60f3-a928-4505-ad03-258145614671,ICE,odpt-route-fb12ae43f5b0,渋23,outbound,08:13,09:00,493,540,9.376639,47,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.0816,e4463ae4-7450-4ea4-b9e5-46962d854a07,ICE,odpt-route-e3a3088fd8ba,渋23,inbound,08:16,09:14,496,554,9.262104,58,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.0821,4f5a4c1d-cac3-4fd2-87a8-cf0049c71ebe,BEV,odpt-route-a6b5e7bf98f7,渋22,outbound,08:21,09:07,501,547,8.878174,46,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.0828,b46f03c3-cfd6-4398-ad6a-a3bbfac7528f,ICE,odpt-route-fb12ae43f5b0,渋23,outbound,08:28,09:15,508,555,9.376639,47,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.0831,8270c9a2-ed1f-4508-81a0-0903ddc4924c,BEV,odpt-route-206aa2ef5f3a,渋22,inbound,08:31,09:22,511,562,8.763639,51,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu21.0004600838.Kamimachieki.00240154.a.Weekday.0833,1804ab20-a2a0-475c-b4d0-71d8a72c192f,BEV,odpt-route-495b9472e61b,渋21,outbound,08:33,09:06,513,546,5.508238,33,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.0833,a645e188-64a8-4244-9882-49f00eeb8a62,BEV,odpt-route-e3a3088fd8ba,渋23,inbound,08:33,09:31,513,571,9.262104,58,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004602174.Soshigayaookuraeki.00240324.1.Weekday.0835,ff03ad3a-409a-43ef-9c63-384bacb5f9d2,BEV,odpt-route-af678f3a3006,渋23,inbound,08:35,08:56,515,536,3.241521,21,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.0836,66629acd-98e0-4911-bc68-cd1c9b434a49,BEV,odpt-route-a6b5e7bf98f7,渋22,outbound,08:36,09:22,516,562,8.878174,46,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.0844,83b7c190-860f-449d-9fa5-cf6acc616e22,ICE,odpt-route-fb12ae43f5b0,渋23,outbound,08:44,09:31,524,571,9.376639,47,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu21.0004602974.Shibuyaeki.00240050.5.Weekday.0846,ce309a0b-8c0b-49dc-a839-171db28e76a4,BEV,odpt-route-4109a31659bc,渋21,inbound,08:46,09:13,526,553,5.817547,27,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.0850,58bf7ff7-1083-4fbf-84b3-58d45c129f30,BEV,odpt-route-206aa2ef5f3a,渋22,inbound,08:50,09:41,530,581,8.763639,51,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.0853,3acd650a-ca8c-4114-9922-f514a915f460,BEV,odpt-route-e3a3088fd8ba,渋23,inbound,08:53,09:51,533,591,9.262104,58,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.0854,3e38e74f-191a-4b72-8061-59f0020151e3,BEV,odpt-route-a6b5e7bf98f7,渋22,outbound,08:54,09:40,534,580,8.878174,46,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu21.0004602974.Shibuyaeki.00240050.5.Weekday.0856,ca16a2ca-147b-4359-92db-913031d5faff,BEV,odpt-route-4109a31659bc,渋21,inbound,08:56,09:23,536,563,5.817547,27,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu21.0004602974.Shibuyaeki.00240050.5.Weekday.0903,builder-bev-tsurumaki-010,BEV,odpt-route-4109a31659bc,渋21,inbound,09:03,09:30,543,570,5.817547,27,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.0905,4159394a-daba-42d9-aa73-3474613ab9f1,BEV,odpt-route-fb12ae43f5b0,渋23,outbound,09:05,09:52,545,592,9.376639,47,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.0909,cf7b771e-a6ac-4e0b-9738-ad3901a68307,BEV,odpt-route-206aa2ef5f3a,渋22,inbound,09:09,10:00,549,600,8.763639,51,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu21.0004602974.Shibuyaeki.00240050.5.Weekday.0910,d10aa797-db07-40a2-b52b-d4caf02ff33b,BEV,odpt-route-4109a31659bc,渋21,inbound,09:10,09:37,550,577,5.817547,27,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.0912,992b60f3-a928-4505-ad03-258145614671,ICE,odpt-route-e3a3088fd8ba,渋23,inbound,09:12,10:10,552,610,9.262104,58,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.0916,89d3f73a-7cd0-421c-8e62-45a073264f6c,BEV,odpt-route-a6b5e7bf98f7,渋22,outbound,09:16,10:02,556,602,8.878174,46,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.0925,4f5a4c1d-cac3-4fd2-87a8-cf0049c71ebe,BEV,odpt-route-206aa2ef5f3a,渋22,inbound,09:25,10:16,565,616,8.763639,51,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.0927,e4463ae4-7450-4ea4-b9e5-46962d854a07,ICE,odpt-route-fb12ae43f5b0,渋23,outbound,09:27,10:14,567,614,9.376639,47,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.0929,b46f03c3-cfd6-4398-ad6a-a3bbfac7528f,ICE,odpt-route-e3a3088fd8ba,渋23,inbound,09:29,10:25,569,625,9.262104,56,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.0937,8270c9a2-ed1f-4508-81a0-0903ddc4924c,BEV,odpt-route-a6b5e7bf98f7,渋22,outbound,09:37,10:23,577,623,8.878174,46,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu21.0004602974.Shibuyaeki.00240050.5.Weekday.0941,dcf6407f-77ac-4c32-a840-49fcc7f9a525,BEV,odpt-route-4109a31659bc,渋21,inbound,09:41,10:08,581,608,5.817547,27,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.0941,66629acd-98e0-4911-bc68-cd1c9b434a49,BEV,odpt-route-206aa2ef5f3a,渋22,inbound,09:41,10:32,581,632,8.763639,51,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.0946,83b7c190-860f-449d-9fa5-cf6acc616e22,ICE,odpt-route-e3a3088fd8ba,渋23,inbound,09:46,10:42,586,642,9.262104,56,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.0947,a645e188-64a8-4244-9882-49f00eeb8a62,BEV,odpt-route-fb12ae43f5b0,渋23,outbound,09:47,10:34,587,634,9.376639,47,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.0957,58bf7ff7-1083-4fbf-84b3-58d45c129f30,BEV,odpt-route-a6b5e7bf98f7,渋22,outbound,09:57,10:43,597,643,8.878174,46,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.1000,3e38e74f-191a-4b72-8061-59f0020151e3,BEV,odpt-route-206aa2ef5f3a,渋22,inbound,10:00,10:51,600,651,8.763639,51,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.1006,4159394a-daba-42d9-aa73-3474613ab9f1,BEV,odpt-route-e3a3088fd8ba,渋23,inbound,10:06,10:56,606,656,9.262104,50,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.1007,3acd650a-ca8c-4114-9922-f514a915f460,BEV,odpt-route-fb12ae43f5b0,渋23,outbound,10:07,10:54,607,654,9.376639,47,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu21.0004602974.Shibuyaeki.00240050.5.Weekday.1014,e0772317-52e2-4e70-bfc8-1eb486f0f75c,BEV,odpt-route-4109a31659bc,渋21,inbound,10:14,10:41,614,641,5.817547,27,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.1018,89d3f73a-7cd0-421c-8e62-45a073264f6c,BEV,odpt-route-206aa2ef5f3a,渋22,inbound,10:18,11:05,618,665,8.763639,47,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.1020,cf7b771e-a6ac-4e0b-9738-ad3901a68307,BEV,odpt-route-a6b5e7bf98f7,渋22,outbound,10:20,11:06,620,666,8.878174,46,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.1025,e4463ae4-7450-4ea4-b9e5-46962d854a07,ICE,odpt-route-e3a3088fd8ba,渋23,inbound,10:25,11:15,625,675,9.262104,50,trip_stop_sequence_polyline_haversine
