scenario,scenario_id,prepared_input_id,slot_index,time,slot_minutes,pv_generated_kwh,pv_to_bus_kwh,pv_to_bess_kwh,pv_curtailed_kwh,bess_to_bus_kwh,grid_to_bus_kwh,grid_to_bess_kwh,bess_soc_end_kwh,bev_charging_load_kwh,grid_import_kwh,grid_import_kw,charging_sessions_gt_1e_minus6_kw,charging_sessions_ge_1_kw,charging_kw,bess_at_upper_bound_1e3_kwh,all_ports_power_active
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,16,04:00,15,0.0,0.0,0.0,0.0,99.13235028845116,0.0,0.0,1369.7966241706442,99.13235028845116,0.0,0.0,10,9,396.5294011538047,False,True
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,17,04:15,15,0.0,0.0,0.0,0.0,68.86486703365405,0.0,0.0,1297.3072904510084,68.86486703365405,0.0,0.0,7,6,275.4594681346161,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,18,04:30,15,0.0,0.0,0.0,0.0,28.999896873682417,0.0,0.0,1266.7810832155533,28.999896873682417,0.0,0.0,5,3,115.99958749472965,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,19,04:45,15,0.0,0.0,0.0,0.0,55.94207800214415,0.0,0.0,1207.8946853185594,55.94207800214415,0.0,0.0,6,5,223.76831200857632,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,20,05:00,15,8.925,8.925,0.0,0.0,7.499951052631559,0.0,0.0,1199.9999999999998,16.42495105263156,0.0,0.0,4,3,65.69980421052624,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,21,05:15,15,8.925,8.925,0.0,0.0,0.0,0.0,0.0,1200.0,8.925,0.0,0.0,2,2,35.7,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,22,05:30,15,8.925,8.925,0.0,0.0,0.0,0.0,0.0,1200.0,8.925,0.0,0.0,2,2,35.7,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,23,05:45,15,8.925,7.4999749999997345,1.4250250000002662,0.0,0.0,0.0,0.0,1201.3537737500003,7.4999749999997345,0.0,0.0,1,1,29.999899999998938,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,24,06:00,15,38.8875,30.3689608336809,8.518539166319101,0.0,0.0,0.0,0.0,1209.4463859580035,30.3689608336809,0.0,0.0,6,5,121.47584333472527,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,25,06:15,15,38.8875,30.000025000001827,8.887474999998178,0.0,0.0,0.0,0.0,1217.889487208002,30.000025000001827,0.0,0.0,3,2,120.0001,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,26,06:30,15,38.8875,2.5e-05,38.887475,0.0,0.0,0.0,0.0,1254.8325884580017,2.5e-05,0.0,0.0,1,0,0.0001,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,27,06:45,15,38.8875,3.9120520084224406,34.97544799157756,0.0,0.0,0.0,0.0,1288.0592640500004,3.9120520084224406,0.0,0.0,1,1,15.648208033689762,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,28,07:00,15,82.45,0.0,0.0,82.45,0.0,0.0,0.0,1288.0592640500004,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,29,07:15,15,82.45,0.0,0.0,82.45,0.0,0.0,0.0,1288.0592640500004,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,30,07:30,15,82.45,0.0,0.0,82.45,0.0,0.0,0.0,1288.0592640500004,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,31,07:45,15,82.45,0.0,0.0,82.45,0.0,0.0,0.0,1288.0592640500004,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,32,08:00,15,126.4375,0.0,126.4375,0.0,0.0,0.0,0.0,1408.1748890500003,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,33,08:15,15,126.4375,0.0,47.86335386129599,78.57414613870401,0.0,0.0,0.0,1453.6450752182316,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,34,08:30,15,126.4375,0.0,126.4375,0.0,0.0,0.0,0.0,1573.7607002182315,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,35,08:45,15,126.4375,0.0,0.0,126.4375,0.0,0.0,0.0,1573.7607002182315,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,36,09:00,15,165.1125,2.5e-05,2.7700830287358258e-05,165.11244729916973,0.0,0.0,0.0,1573.7607265340203,2.5e-05,0.0,0.0,1,0,0.0001,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,37,09:15,15,165.1125,7.499226052661778,0.0,157.61327394733823,0.0,0.0,0.0,1573.7607265340203,7.499226052661778,0.0,0.0,1,1,29.996904210647113,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,38,09:30,15,165.1125,2.5e-05,0.0,165.11247500000002,0.0,0.0,0.0,1573.7607265340203,2.5e-05,0.0,0.0,1,0,0.0001,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,39,09:45,15,165.1125,2.5e-05,0.0,165.11247500000002,0.0,0.0,0.0,1573.7607265340203,2.5e-05,0.0,0.0,1,0,0.0001,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,40,10:00,15,188.275,3.996385311571462,184.27861468842855,0.0,0.0,0.0,0.0,1748.8254104880273,3.996385311571462,0.0,0.0,4,2,15.985541246285848,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,41,10:15,15,188.275,2.5e-05,188.274975,0.0,0.0,0.0,0.0,1927.6866367380273,2.5e-05,0.0,0.0,1,0,0.0001,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,42,10:30,15,188.275,2.5e-05,188.274975,0.0,0.0,0.0,0.0,2106.5478629880276,2.5e-05,0.0,0.0,1,0,0.0001,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,43,10:45,15,188.275,2.5e-05,0.0,188.274975,0.0,0.0,0.0,2106.5478629880276,2.5e-05,0.0,0.0,1,0,0.0001,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,44,11:00,15,200.175,0.0,0.0,200.175,0.0,0.0,0.0,2106.5478629880276,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,45,11:15,15,200.175,0.0,0.0,200.175,0.0,0.0,0.0,2106.5478629880276,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,46,11:30,15,200.175,0.0,0.0,200.175,0.0,0.0,0.0,2106.54786298803,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,47,11:45,15,200.175,0.0,0.0,200.175,0.0,0.0,0.0,2106.54786298803,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,48,12:00,15,195.925,0.0,0.0,195.925,0.0,0.0,0.0,2106.54786298803,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,49,12:15,15,195.925,0.0,0.0,195.925,0.0,0.0,0.0,2106.54786298803,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,50,12:30,15,195.925,0.0,0.0,195.925,0.0,0.0,0.0,2106.547862988032,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,51,12:45,15,195.925,0.0,0.0,195.925,0.0,0.0,0.0,2106.547862988032,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,52,13:00,15,177.0125,0.0,127.58053642365658,49.431963576343406,0.0,0.0,0.0,2227.749372590506,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,53,13:15,15,177.0125,0.0,0.0,177.0125,0.0,0.0,0.0,2227.749372590506,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,54,13:30,15,177.0125,0.0,0.0,177.0125,0.0,0.0,0.0,2227.749372590508,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,55,13:45,15,177.0125,0.0,177.0125,0.0,0.0,0.0,0.0,2395.9112475905076,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,56,14:00,15,145.9875,0.0,145.9875,0.0,0.0,0.0,0.0,2534.5993725905078,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,57,14:15,15,145.9875,0.0,145.9875,0.0,0.0,0.0,0.0,2673.287497590508,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,58,14:30,15,145.9875,0.0,145.9875,0.0,0.0,0.0,0.0,2811.97562259051,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,59,14:45,15,145.9875,0.0,145.9875,0.0,0.0,0.0,0.0,2950.66374759051,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,60,15:00,15,105.1875,0.0,105.1875,0.0,0.0,0.0,0.0,3050.59187259051,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,61,15:15,15,105.1875,0.0,105.1875,0.0,0.0,0.0,0.0,3150.51999759051,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,62,15:30,15,105.1875,0.0,105.1875,0.0,0.0,0.0,0.0,3250.448122590512,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,63,15:45,15,105.1875,0.0,105.1875,0.0,0.0,0.0,0.0,3350.376247590512,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,64,16:00,15,58.22499999999357,0.0,58.22499999999357,0.0,0.0,0.0,0.0,3405.6899975905058,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,65,16:15,15,58.225,0.0,58.225,0.0,0.0,0.0,0.0,3461.0037475905056,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,66,16:30,15,58.225,0.0,58.225,0.0,0.0,0.0,0.0,3516.3174975905067,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,67,16:45,15,58.225,0.0,58.225,0.0,0.0,0.0,0.0,3571.6312475905065,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,68,17:00,15,19.125,0.0,19.125,0.0,0.0,0.0,0.0,3589.7999975905063,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,69,17:15,15,19.125,0.0,19.125,0.0,0.0,0.0,0.0,3607.968747590506,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,70,17:30,15,19.125,0.0,19.125,0.0,0.0,0.0,0.0,3626.137497590507,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,71,17:45,15,19.125,0.0,19.125,0.0,0.0,0.0,0.0,3644.3062475905067,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,72,18:00,15,2.3375,0.0,0.023486529848456502,2.3140134701515436,0.0,0.0,0.0,3644.328559793863,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,73,18:15,15,2.3375,0.0,0.0,2.3375,0.0,0.0,0.0,3644.328559793863,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,74,18:30,15,2.3375,0.0,0.0,2.3375,0.0,0.0,0.0,3644.328559793862,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,75,18:45,15,2.3375,0.0,0.0,2.3375,0.0,0.0,0.0,3644.328559793862,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,76,19:00,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3644.328559793862,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,77,19:15,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3644.3285597938634,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,78,19:30,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3644.3285597938634,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,79,19:45,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3644.3285597938634,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,80,20:00,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3644.3285597938634,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,81,20:15,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3644.3285597938634,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,82,20:30,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3644.3285597938634,0.0,0.0,0.0,0,0,0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,83,20:45,15,0.0,0.0,0.0,0.0,15.0,0.0,0.0,3628.539086109653,15.0,0.0,0.0,1,1,60.0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,84,21:00,15,0.0,0.0,0.0,0.0,22.717325955789697,0.0,0.0,3604.626111419348,22.717325955789697,0.0,0.0,2,1,90.86930382315762,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,85,21:15,15,0.0,0.0,0.0,0.0,22.500025,0.0,0.0,3580.9418745772427,22.500025,0.0,0.0,2,1,90.0001,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,86,21:30,15,0.0,0.0,0.0,0.0,22.50002500000051,0.0,0.0,3557.257637735137,22.50002500000051,0.0,0.0,2,1,90.0001,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,87,21:45,15,0.0,0.0,0.0,0.0,7.499949999999459,0.0,0.0,3549.3629535246114,7.499949999999459,0.0,0.0,2,1,29.999799999997837,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,88,22:00,15,0.0,0.0,0.0,0.0,15.0,0.0,0.0,3533.573479840401,15.0,0.0,0.0,1,1,60.0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,89,22:15,15,0.0,0.0,0.0,0.0,7.5,0.0,0.0,3525.6787429982955,7.5,0.0,0.0,1,1,30.0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,90,22:30,15,0.0,0.0,0.0,0.0,22.5,0.0,0.0,3501.9945324719797,22.5,0.0,0.0,2,2,90.0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,91,22:45,15,0.0,0.0,0.0,0.0,67.5,0.0,0.0,3430.9419008930313,67.5,0.0,0.0,4,4,270.0,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,92,23:00,15,0.0,0.0,0.0,0.0,112.49997500000168,0.0,0.0,3312.52087457724,112.49997500000168,0.0,0.0,7,6,449.99990000000673,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,93,23:15,15,0.0,0.0,0.0,0.0,123.8811937284207,0.0,0.0,3182.1196180210077,123.8811937284207,0.0,0.0,6,6,495.524774913684,False,False
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,94,23:30,15,0.0,0.0,0.0,0.0,80.165435997852,0.0,0.0,3097.7349485495847,80.165435997852,0.0,0.0,8,5,320.66174399141744,False,False
