accounting_reconciliation_delta_jpy,accounting_reconciliation_passed,assignment_hash,assignment_unchanged,canonical_actual_cost_jpy,costs_jpy,dispatch_reoptimization_performed,energy,energy_recourse_optimization_performed,evaluation_wall_time_sec,fallback_used,minimum_bev_soc_kwh,physical_validation_errors,physical_validation_feasible,recourse_hash,repair_used,scenario,selectable,solved_assignment_hash,source_candidate_hash,stage2_feasible,stage2_runtime_seconds,stage2_solver_status,terminal_bess_soc_kwh_total,terminal_bev_soc_kwh_total,used_vehicle_count
0.0,True,65478159445a0c00501945675704c0178f0b2dc8ca02faa7003057a6b9b8f037,True,703024.5297858134,"{""degradation_cost"": 0.0, ""demand_cost"": 0.0, ""electricity_cost"": -1.8189894035458565e-11, ""fuel_cost"": 61956.44405973451, ""stationary_battery_degradation_cost"": 0.0, ""vehicle_usage_cost"": 640000.0}",False,"{""bess_to_bus_kwh"": 498.13480731250075, ""grid_import_kwh"": 0.0, ""peak_grid_kw"": 0.0, ""pv_curtail_kwh"": 235.3704820388166, ""pv_to_bess_kwh"": 551.9499250000005, ""pv_to_bus_kwh"": 208.87959296118302}",True,4.559087600035127,False,,[],True,180943c4542b0a85053087c41cfab1c459ba88aab1c5688c7b8fd82daf0029b1,False,RAIN,True,65478159445a0c00501945675704c0178f0b2dc8ca02faa7003057a6b9b8f037,0d1c20241682c38f2aa95264fe2fba660ef110a846addcf1812b9fbfd80f1349,True,1.2407112999935634,optimal,,,32
0.0,True,662702cc3fb2681a377ebe541a921cb54978cbf77125128b687e685be555b109,True,690112.753615856,"{""degradation_cost"": 0.0, ""demand_cost"": 0.0, ""electricity_cost"": 3.637978807091713e-11, ""fuel_cost"": 49263.48560840704, ""stationary_battery_degradation_cost"": 0.0, ""vehicle_usage_cost"": 640000.0}",False,"{""bess_to_bus_kwh"": 1005.5913220778948, ""grid_import_kwh"": 0.0, ""peak_grid_kw"": 0.0, ""pv_curtail_kwh"": 4710.761266117237, ""pv_to_bess_kwh"": 1114.2286117206581, ""pv_to_bus_kwh"": 231.26012216210532}",True,4.747879699978512,False,,[],True,cd8224885320e00c54dc191108042c625748962e08e3d6a70c071f08c2d0dfc2,False,SUNNY,True,662702cc3fb2681a377ebe541a921cb54978cbf77125128b687e685be555b109,fbf4102a9931f99643e11bea3993ae0b9d4d9b6bf54d26af9e634e4ca37bda02,True,1.4462387000094168,optimal,,,32
0.0,True,662702cc3fb2681a377ebe541a921cb54978cbf77125128b687e685be555b109,True,699427.2582176796,"{""degradation_cost"": 0.0, ""demand_cost"": 0.0, ""electricity_cost"": 9161.807805072338, ""fuel_cost"": 49263.48560840704, ""stationary_battery_degradation_cost"": 0.0, ""vehicle_usage_cost"": 640000.0}",False,"{""bess_to_bus_kwh"": 599.279913941801, ""grid_import_kwh"": 305.3935935024096, ""peak_grid_kw"": 150.0001, ""pv_curtail_kwh"": 1.1368683772161603e-13, ""pv_to_bess_kwh"": 664.0220653094735, ""pv_to_bus_kwh"": 332.1779346905264}",True,4.775767699989956,False,,[],True,efa4f3d468606d951d9aaa977806ede4f6a302f5824095c0479ad520330fad61,False,RAIN,True,662702cc3fb2681a377ebe541a921cb54978cbf77125128b687e685be555b109,fbf4102a9931f99643e11bea3993ae0b9d4d9b6bf54d26af9e634e4ca37bda02,True,1.4720031000324525,optimal,,,32
0.0,True,76fb6a9b635bce41ae73db10f08facc7862a1f55a4465004457e79838c9a516c,True,660983.7838045002,"{""degradation_cost"": 0.0, ""demand_cost"": 0.0, ""electricity_cost"": 1.3096723705530167e-10, ""fuel_cost"": 20628.168617256633, ""stationary_battery_degradation_cost"": 0.0, ""vehicle_usage_cost"": 640000.0}",False,"{""bess_to_bus_kwh"": 2214.748500345289, ""grid_import_kwh"": 0.0, ""peak_grid_kw"": 0.0, ""pv_curtail_kwh"": 3384.819616819216, ""pv_to_bess_kwh"": 2454.0149588313434, ""pv_to_bus_kwh"": 217.41542434944}",True,5.3331235000514425,False,,[],True,9611177de29a546a6031594258301aa1756036a09b2fef3333880d51d3bd3eba,False,SUNNY,True,76fb6a9b635bce41ae73db10f08facc7862a1f55a4465004457e79838c9a516c,db0b67eda7aecd03f57a277a57d87c4dfa722cf1f73b5d2cead06efaa19c4aab,True,1.961137400008738,optimal,,,32
0.0,True,76fb6a9b635bce41ae73db10f08facc7862a1f55a4465004457e79838c9a516c,True,706714.2442025288,"{""degradation_cost"": 0.0, ""demand_cost"": 0.0, ""electricity_cost"": 44980.78071937251, ""fuel_cost"": 20628.168617256633, ""stationary_battery_degradation_cost"": 0.0, ""vehicle_usage_cost"": 640000.0}",False,"{""bess_to_bus_kwh"": 586.8141326918005, ""grid_import_kwh"": 1499.35935731241, ""peak_grid_kw"": 200.0, ""pv_curtail_kwh"": 0.0, ""pv_to_bess_kwh"": 650.2095653094736, ""pv_to_bus_kwh"": 345.99043469052634}",True,5.4026199000072666,False,,[],True,91995d4e7325b541dcb17fe46ecca9dae038ea629d4f97e2e3005510b05118c3,False,RAIN,True,76fb6a9b635bce41ae73db10f08facc7862a1f55a4465004457e79838c9a516c,db0b67eda7aecd03f57a277a57d87c4dfa722cf1f73b5d2cead06efaa19c4aab,True,2.086464399995748,optimal,,,32
0.0,True,ab0f9d80e7a5df0fe3b7d92ccffd930a4373349a14720c411524efe6e747f08b,True,675803.8547091411,"{""degradation_cost"": 0.0, ""demand_cost"": 0.0, ""electricity_cost"": 3.637978807091713e-11, ""fuel_cost"": 35197.08165929199, ""stationary_battery_degradation_cost"": 0.0, ""vehicle_usage_cost"": 640000.0}",False,"{""bess_to_bus_kwh"": 1758.78371136, ""grid_import_kwh"": 0.0, ""peak_grid_kw"": 0.0, ""pv_curtail_kwh"": 4042.2232154991716, ""pv_to_bess_kwh"": 1948.790815911356, ""pv_to_bus_kwh"": 65.23596858947292}",True,5.003621299983934,False,,[],True,94974b5f83ce3855ba86c6633f7958d42547eef59e2293621a0925c5c77053f7,False,SUNNY,True,ab0f9d80e7a5df0fe3b7d92ccffd930a4373349a14720c411524efe6e747f08b,a18de4d5588f4c40dcc6f3b3d823e886fe82591ecd25d56aac982823ac9cd0f6,True,1.6964270999887958,optimal,,,32
0.0,True,ab0f9d80e7a5df0fe3b7d92ccffd930a4373349a14720c411524efe6e747f08b,True,703026.9901469456,"{""degradation_cost"": 0.0, ""demand_cost"": 0.0, ""electricity_cost"": 26776.854528988108, ""fuel_cost"": 35197.08165929199, ""stationary_battery_degradation_cost"": 0.0, ""vehicle_usage_cost"": 640000.0}",False,"{""bess_to_bus_kwh"": 599.2799139418013, ""grid_import_kwh"": 892.5618176329351, ""peak_grid_kw"": 200.0, ""pv_curtail_kwh"": 0.0, ""pv_to_bess_kwh"": 664.0220653094746, ""pv_to_bus_kwh"": 332.17793469052543}",True,5.172256899997592,False,,[],True,5284b4e4fbac95358c8ce63eee89a4755404bab647e7d1876c93a0f9b5bf550c,False,RAIN,True,ab0f9d80e7a5df0fe3b7d92ccffd930a4373349a14720c411524efe6e747f08b,a18de4d5588f4c40dcc6f3b3d823e886fe82591ecd25d56aac982823ac9cd0f6,True,1.8260378999984823,optimal,,,32
0.0,True,b73e8c639f783d7df9f87fff0f79aecc4d8b543ee4a08916c7ad3edea9da61b5,True,1067331.312481715,"{""degradation_cost"": 0.0, ""demand_cost"": 0.0, ""electricity_cost"": 7.275957614183426e-12, ""fuel_cost"": 66190.23909292038, ""stationary_battery_degradation_cost"": 0.0, ""vehicle_usage_cost"": 1000000.0}",False,"{""bess_to_bus_kwh"": 802.0680741305298, ""grid_import_kwh"": 0.0, ""peak_grid_kw"": 0.0, ""pv_curtail_kwh"": 5147.5787322954875, ""pv_to_bess_kwh"": 888.7180876792544, ""pv_to_bus_kwh"": 19.95318002525788}",True,5.445217100030277,False,,[],True,204b7c3d39d34e5e3fb6d7a7d146702d7e79cd54336950bd72094a81d37cd4ad,False,SUNNY,True,b73e8c639f783d7df9f87fff0f79aecc4d8b543ee4a08916c7ad3edea9da61b5,015bd67590e8d0c94272b265aee6a1f5db670a440e1943956c2059eeeae172d5,True,2.1649955000029877,optimal,,,50
0.0,True,b73e8c639f783d7df9f87fff0f79aecc4d8b543ee4a08916c7ad3edea9da61b5,True,1067331.312481715,"{""degradation_cost"": 0.0, ""demand_cost"": 0.0, ""electricity_cost"": 1.0913936421275139e-11, ""fuel_cost"": 66190.23909292038, ""stationary_battery_degradation_cost"": 0.0, ""vehicle_usage_cost"": 1000000.0}",False,"{""bess_to_bus_kwh"": 432.9190470893046, ""grid_import_kwh"": 0.0, ""peak_grid_kw"": 0.0, ""pv_curtail_kwh"": 127.4091254662498, ""pv_to_bess_kwh"": 479.68869483579425, ""pv_to_bus_kwh"": 389.102179697956}",True,6.69968570000492,False,,[],True,95d0ecfa2b6b9f0f45c2799c1dda3cea9ade81c2fa10bf2dc0894cbac33ce2e1,False,RAIN,True,b73e8c639f783d7df9f87fff0f79aecc4d8b543ee4a08916c7ad3edea9da61b5,015bd67590e8d0c94272b265aee6a1f5db670a440e1943956c2059eeeae172d5,True,3.4119974999921396,optimal,,,50
0.0,True,baf28cee74e6cb3a7d38811e4e78df3a2b5a1b96a4be9ea4f84703aaea555798,True,680592.6316040504,"{""degradation_cost"": 0.0, ""demand_cost"": 0.0, ""electricity_cost"": 3.637978807091713e-11, ""fuel_cost"": 39904.70246681411, ""stationary_battery_degradation_cost"": 0.0, ""vehicle_usage_cost"": 640000.0}",False,"{""bess_to_bus_kwh"": 1544.3566500715783, ""grid_import_kwh"": 0.0, ""peak_grid_kw"": 0.0, ""pv_curtail_kwh"": 4261.896781689777, ""pv_to_bess_kwh"": 1711.1985042344354, ""pv_to_bus_kwh"": 83.15471407578876}",True,4.946021699986886,False,,[],True,8865520623c2a9bac136dfe8eac9ed066a458a612b26c6c9a2c09aaf53f50b96,False,SUNNY,True,baf28cee74e6cb3a7d38811e4e78df3a2b5a1b96a4be9ea4f84703aaea555798,740d559976a65c9f771ece25467601716f0720341a876e81ce899e9cd66607ef,True,1.654151400027331,optimal,,,32
0.0,True,baf28cee74e6cb3a7d38811e4e78df3a2b5a1b96a4be9ea4f84703aaea555798,True,701822.2634098906,"{""degradation_cost"": 0.0, ""demand_cost"": 0.0, ""electricity_cost"": 20881.605054924978, ""fuel_cost"": 39904.70246681411, ""stationary_battery_degradation_cost"": 0.0, ""vehicle_usage_cost"": 640000.0}",False,"{""bess_to_bus_kwh"": 599.279913941801, ""grid_import_kwh"": 696.0535018308304, ""peak_grid_kw"": 200.0, ""pv_curtail_kwh"": 0.0, ""pv_to_bess_kwh"": 664.0220653094736, ""pv_to_bus_kwh"": 332.17793469052634}",True,4.921401100000367,False,,[],True,b170e76ab2609774d55d9b8e275c9b2499a11c40e69980eddf09467c336ee55f,False,RAIN,True,baf28cee74e6cb3a7d38811e4e78df3a2b5a1b96a4be9ea4f84703aaea555798,740d559976a65c9f771ece25467601716f0720341a876e81ce899e9cd66607ef,True,1.6476549999788404,optimal,,,32
0.0,True,cff27e8a768bf48f0a0dd830ebd62643b99dec066325d5cc5d7a536b1dd1ba79,True,705596.0349608877,"{""degradation_cost"": 0.0, ""demand_cost"": 0.0, ""electricity_cost"": 1.4551915228366852e-11, ""fuel_cost"": 64484.36956858406, ""stationary_battery_degradation_cost"": 0.0, ""vehicle_usage_cost"": 640000.0}",False,"{""bess_to_bus_kwh"": 584.1495894820972, ""grid_import_kwh"": 0.0, ""peak_grid_kw"": 0.0, ""pv_curtail_kwh"": 5391.65018713895, ""pv_to_bess_kwh"": 647.2571628610492, ""pv_to_bus_kwh"": 17.342650000000177}",True,4.336428600014187,False,,[],True,3e2bdffc6da070b9ac75afcaf3f8e5549ee0c847c414e6b5f1d3833a7c573177,False,SUNNY,True,cff27e8a768bf48f0a0dd830ebd62643b99dec066325d5cc5d7a536b1dd1ba79,738008fead355bc833880f887972922ab0e7ec793a499e6777bad9e49fe8ded2,True,1.067476299998816,optimal,,,32
0.0,True,cff27e8a768bf48f0a0dd830ebd62643b99dec066325d5cc5d7a536b1dd1ba79,True,705596.0349608877,"{""degradation_cost"": 0.0, ""demand_cost"": 0.0, ""electricity_cost"": 1.4551915228366852e-11, ""fuel_cost"": 64484.36956858406, ""stationary_battery_degradation_cost"": 0.0, ""vehicle_usage_cost"": 640000.0}",False,"{""bess_to_bus_kwh"": 484.76137451564426, ""grid_import_kwh"": 0.0, ""peak_grid_kw"": 0.0, ""pv_curtail_kwh"": 342.3374318030528, ""pv_to_bess_kwh"": 537.1317169148421, ""pv_to_bus_kwh"": 116.73085128210515}",True,4.478512700006831,False,,[],True,ab46d15120a521d24d4a24013e8d334dd29607e0a4e1daf0b987ede143921354,False,RAIN,True,cff27e8a768bf48f0a0dd830ebd62643b99dec066325d5cc5d7a536b1dd1ba79,738008fead355bc833880f887972922ab0e7ec793a499e6777bad9e49fe8ded2,True,1.2123917000135407,optimal,,,32
