vehicle_id,charger_id,time_idx,z_charge,p_charge_kw,soc_kwh
B1,CHG_SLOW,8,0,0.0,130.0
B1,CHG_SLOW,9,0,0.0,130.0
B1,CHG_SLOW,10,0,0.0,130.0
B1,CHG_SLOW,11,0,0.0,130.0
B1,CHG_SLOW,12,0,0.0,130.0
B1,CHG_SLOW,13,0,0.0,130.0
B1,CHG_SLOW,14,0,0.0,130.0
B1,CHG_SLOW,15,0,0.0,130.0
B1,CHG_SLOW,16,0,0.0,130.0
B1,CHG_SLOW,17,0,0.0,130.0
B1,CHG_SLOW,18,0,0.0,130.0
B1,CHG_SLOW,19,0,0.0,130.0
B1,CHG_SLOW,20,0,0.0,130.0
B1,CHG_SLOW,21,0,0.0,126.5
B1,CHG_SLOW,22,0,0.0,123.0
B1,CHG_SLOW,23,0,0.0,119.5
B1,CHG_SLOW,24,0,0.0,116.0
B1,CHG_SLOW,25,0,0.0,112.5
B1,CHG_SLOW,26,0,0.0,109.0
B1,CHG_SLOW,27,0,0.0,105.5
B1,CHG_SLOW,28,0,0.0,102.0
B1,CHG_SLOW,29,0,0.0,102.0
B1,CHG_SLOW,30,0,0.0,102.0
B1,CHG_SLOW,31,0,0.0,102.0
B1,CHG_SLOW,32,0,0.0,102.0
B1,CHG_SLOW,33,0,0.0,102.0
B1,CHG_SLOW,34,0,0.0,102.0
B1,CHG_SLOW,35,0,0.0,102.0
B1,CHG_SLOW,36,0,0.0,102.0
B1,CHG_SLOW,37,0,0.0,102.0
B1,CHG_SLOW,38,0,0.0,102.0
B1,CHG_SLOW,39,0,0.0,102.0
B1,CHG_SLOW,40,0,0.0,102.0
B1,CHG_SLOW,41,0,0.0,102.0
B1,CHG_SLOW,42,0,0.0,102.0
B1,CHG_SLOW,43,0,0.0,102.0
B1,CHG_SLOW,44,0,0.0,102.0
B1,CHG_SLOW,45,0,0.0,102.0
B1,CHG_SLOW,46,0,0.0,102.0
B1,CHG_SLOW,47,0,0.0,102.0
B1,CHG_SLOW,48,0,0.0,102.0
B1,CHG_SLOW,49,0,0.0,102.0
B1,CHG_SLOW,50,0,0.0,102.0
B1,CHG_SLOW,51,0,0.0,102.0
B1,CHG_SLOW,52,0,0.0,102.0
B1,CHG_SLOW,53,0,0.0,102.0
B1,CHG_SLOW,54,0,0.0,102.0
B1,CHG_SLOW,55,0,0.0,102.0
B1,CHG_SLOW,56,0,0.0,102.0
B1,CHG_SLOW,57,0,0.0,102.0
B1,CHG_SLOW,58,0,0.0,102.0
B1,CHG_SLOW,59,0,0.0,102.0
B1,CHG_SLOW,60,0,0.0,102.0
B1,CHG_SLOW,61,0,0.0,102.0
B1,CHG_SLOW,62,0,0.0,102.0
B1,CHG_SLOW,63,0,0.0,102.0
B2,CHG_FAST,0,0,0.0,160.0
B2,CHG_FAST,1,0,0.0,160.0
B2,CHG_FAST,2,0,0.0,160.0
B2,CHG_FAST,3,0,0.0,160.0
B2,CHG_FAST,4,0,0.0,160.0
B2,CHG_FAST,5,0,0.0,156.0
B2,CHG_FAST,6,0,0.0,152.0
B2,CHG_FAST,7,0,0.0,148.0
B2,CHG_FAST,8,0,0.0,144.0
B2,CHG_FAST,9,0,0.0,140.0
B2,CHG_FAST,10,0,0.0,136.0
B2,CHG_FAST,11,0,0.0,132.0
B2,CHG_FAST,12,0,0.0,128.0
B2,CHG_FAST,13,0,0.0,128.0
B2,CHG_FAST,14,0,0.0,128.0
B2,CHG_FAST,15,0,0.0,128.0
B2,CHG_FAST,16,0,0.0,128.0
B2,CHG_FAST,17,0,0.0,128.0
B2,CHG_FAST,18,0,0.0,128.0
B2,CHG_FAST,19,0,0.0,128.0
B2,CHG_FAST,20,0,0.0,128.0
B2,CHG_FAST,21,0,0.0,128.0
B2,CHG_FAST,22,0,0.0,128.0
B2,CHG_FAST,23,0,0.0,128.0
B2,CHG_FAST,24,1,0.0,128.0
B2,CHG_FAST,25,1,0.0,128.0
B2,CHG_FAST,26,1,0.0,128.0
B2,CHG_FAST,27,1,0.0,128.0
B2,CHG_FAST,28,0,0.0,128.0
B2,CHG_FAST,29,0,0.0,124.5
B2,CHG_FAST,30,0,0.0,121.0
B2,CHG_FAST,31,0,0.0,117.5
B2,CHG_FAST,32,0,0.0,114.0
B2,CHG_FAST,33,0,0.0,110.5
B2,CHG_FAST,34,0,0.0,107.0
B2,CHG_FAST,35,0,0.0,103.5
B2,CHG_FAST,36,0,0.0,100.0
B2,CHG_FAST,37,0,0.0,100.0
B2,CHG_FAST,38,0,0.0,100.0
B2,CHG_FAST,39,0,0.0,100.0
B2,CHG_FAST,40,0,0.0,100.0
B2,CHG_FAST,41,0,0.0,100.0
B2,CHG_FAST,42,0,0.0,100.0
B2,CHG_FAST,43,0,0.0,100.0
B2,CHG_FAST,44,0,0.0,100.0
B2,CHG_FAST,45,0,0.0,100.0
B2,CHG_FAST,46,0,0.0,100.0
B2,CHG_FAST,47,0,0.0,100.0
B2,CHG_FAST,48,0,0.0,100.0
B2,CHG_FAST,49,0,0.0,100.0
B2,CHG_FAST,50,0,0.0,100.0
B2,CHG_FAST,51,0,0.0,100.0
B2,CHG_FAST,52,0,0.0,100.0
B2,CHG_FAST,53,0,0.0,100.0
B2,CHG_FAST,54,0,0.0,100.0
B2,CHG_FAST,55,0,0.0,100.0
B2,CHG_FAST,56,0,0.0,100.0
B2,CHG_FAST,57,0,0.0,100.0
B2,CHG_FAST,58,0,0.0,100.0
B2,CHG_FAST,59,0,0.0,100.0
B2,CHG_FAST,60,0,0.0,100.0
B2,CHG_FAST,61,0,0.0,100.0
B2,CHG_FAST,62,0,0.0,100.0
B2,CHG_FAST,63,0,0.0,100.0
B2,CHG_SLOW,0,0,0.0,160.0
B2,CHG_SLOW,1,0,0.0,160.0
B2,CHG_SLOW,2,0,0.0,160.0
B2,CHG_SLOW,3,0,0.0,160.0
B2,CHG_SLOW,4,0,0.0,160.0
B2,CHG_SLOW,5,0,0.0,156.0
B2,CHG_SLOW,6,0,0.0,152.0
B2,CHG_SLOW,7,0,0.0,148.0
B2,CHG_SLOW,8,0,0.0,144.0
B2,CHG_SLOW,9,0,0.0,140.0
B2,CHG_SLOW,10,0,0.0,136.0
B2,CHG_SLOW,11,0,0.0,132.0
B2,CHG_SLOW,12,0,0.0,128.0
B2,CHG_SLOW,13,0,0.0,128.0
B2,CHG_SLOW,14,0,0.0,128.0
B2,CHG_SLOW,15,0,0.0,128.0
B2,CHG_SLOW,16,0,0.0,128.0
B2,CHG_SLOW,17,0,0.0,128.0
B2,CHG_SLOW,18,0,0.0,128.0
B2,CHG_SLOW,19,0,0.0,128.0
B2,CHG_SLOW,20,0,0.0,128.0
B2,CHG_SLOW,21,0,0.0,128.0
B2,CHG_SLOW,22,0,0.0,128.0
B2,CHG_SLOW,23,0,0.0,128.0
B2,CHG_SLOW,24,0,0.0,128.0
B2,CHG_SLOW,25,0,0.0,128.0
B2,CHG_SLOW,26,0,0.0,128.0
B2,CHG_SLOW,27,0,0.0,128.0
B2,CHG_SLOW,28,0,0.0,128.0
B2,CHG_SLOW,29,0,0.0,124.5
B2,CHG_SLOW,30,0,0.0,121.0
B2,CHG_SLOW,31,0,0.0,117.5
B2,CHG_SLOW,32,0,0.0,114.0
B2,CHG_SLOW,33,0,0.0,110.5
B2,CHG_SLOW,34,0,0.0,107.0
B2,CHG_SLOW,35,0,0.0,103.5
B2,CHG_SLOW,36,0,0.0,100.0
B2,CHG_SLOW,37,0,0.0,100.0
B2,CHG_SLOW,38,0,0.0,100.0
B2,CHG_SLOW,39,0,0.0,100.0
B2,CHG_SLOW,40,0,0.0,100.0
B2,CHG_SLOW,41,0,0.0,100.0
B2,CHG_SLOW,42,0,0.0,100.0
B2,CHG_SLOW,43,0,0.0,100.0
B2,CHG_SLOW,44,0,0.0,100.0
B2,CHG_SLOW,45,0,0.0,100.0
B2,CHG_SLOW,46,0,0.0,100.0
B2,CHG_SLOW,47,0,0.0,100.0
B2,CHG_SLOW,48,0,0.0,100.0
B2,CHG_SLOW,49,0,0.0,100.0
B2,CHG_SLOW,50,0,0.0,100.0
B2,CHG_SLOW,51,0,0.0,100.0
B2,CHG_SLOW,52,0,0.0,100.0
B2,CHG_SLOW,53,0,0.0,100.0
B2,CHG_SLOW,54,0,0.0,100.0
B2,CHG_SLOW,55,0,0.0,100.0
B2,CHG_SLOW,56,0,0.0,100.0
B2,CHG_SLOW,57,0,0.0,100.0
B2,CHG_SLOW,58,0,0.0,100.0
B2,CHG_SLOW,59,0,0.0,100.0
B2,CHG_SLOW,60,0,0.0,100.0
B2,CHG_SLOW,61,0,0.0,100.0
B2,CHG_SLOW,62,0,0.0,100.0
B2,CHG_SLOW,63,0,0.0,100.0
B3,CHG_FAST,0,1,0.0,120.0
B3,CHG_FAST,1,1,0.0,120.0
B3,CHG_FAST,2,1,0.0,120.0
B3,CHG_FAST,3,1,0.0,120.0
B3,CHG_FAST,4,1,0.0,120.0
B3,CHG_FAST,5,1,0.0,120.0
B3,CHG_FAST,6,1,34.2105,120.0
B3,CHG_FAST,7,1,50.0,128.125
B3,CHG_FAST,8,0,0.0,140.0
B3,CHG_FAST,9,0,0.0,136.25
B3,CHG_FAST,10,0,0.0,132.5
B3,CHG_FAST,11,0,0.0,128.75
B3,CHG_FAST,12,0,0.0,125.0
B3,CHG_FAST,13,0,0.0,121.25
B3,CHG_FAST,14,0,0.0,117.5
B3,CHG_FAST,15,0,0.0,113.75
B3,CHG_FAST,16,1,0.0,110.0
B3,CHG_FAST,17,1,0.0,110.0
B3,CHG_FAST,18,1,0.0,110.0
B3,CHG_FAST,19,1,0.0,110.0
B3,CHG_FAST,20,1,0.0,110.0
B3,CHG_FAST,21,1,0.0,110.0
B3,CHG_FAST,22,1,0.0,110.0
B3,CHG_FAST,23,1,0.0,110.0
B3,CHG_FAST,24,0,0.0,110.0
B3,CHG_FAST,25,0,0.0,106.25
B3,CHG_FAST,26,0,0.0,102.5
B3,CHG_FAST,27,0,0.0,98.75
B3,CHG_FAST,28,0,0.0,95.0
B3,CHG_FAST,29,0,0.0,91.25
B3,CHG_FAST,30,0,0.0,87.5
B3,CHG_FAST,31,0,0.0,83.75
B3,CHG_FAST,32,1,0.0,80.0
B3,CHG_FAST,33,1,0.0,80.0
B3,CHG_FAST,34,1,0.0,80.0
B3,CHG_FAST,35,1,0.0,80.0
B3,CHG_FAST,36,1,0.0,80.0
B3,CHG_FAST,37,1,0.0,80.0
B3,CHG_FAST,38,1,0.0,80.0
B3,CHG_FAST,39,1,0.0,80.0
B3,CHG_FAST,40,1,0.0,80.0
B3,CHG_FAST,41,1,0.0,80.0
B3,CHG_FAST,42,1,0.0,80.0
B3,CHG_FAST,43,1,0.0,80.0
B3,CHG_FAST,44,1,0.0,80.0
B3,CHG_FAST,45,1,0.0,80.0
B3,CHG_FAST,46,1,0.0,80.0
B3,CHG_FAST,47,1,0.0,80.0
B3,CHG_FAST,48,1,0.0,80.0
B3,CHG_FAST,49,1,0.0,80.0
B3,CHG_FAST,50,1,0.0,80.0
B3,CHG_FAST,51,1,0.0,80.0
B3,CHG_FAST,52,1,0.0,80.0
B3,CHG_FAST,53,1,0.0,80.0
B3,CHG_FAST,54,1,0.0,80.0
B3,CHG_FAST,55,1,0.0,80.0
B3,CHG_FAST,56,1,0.0,80.0
B3,CHG_FAST,57,1,0.0,80.0
B3,CHG_FAST,58,1,0.0,80.0
B3,CHG_FAST,59,1,0.0,80.0
B3,CHG_FAST,60,1,0.0,80.0
B3,CHG_FAST,61,1,0.0,80.0
B3,CHG_FAST,62,1,0.0,80.0
B3,CHG_FAST,63,1,0.0,80.0
B3,CHG_SLOW,0,0,0.0,120.0
B3,CHG_SLOW,1,0,0.0,120.0
B3,CHG_SLOW,2,0,0.0,120.0
B3,CHG_SLOW,3,0,0.0,120.0
B3,CHG_SLOW,4,0,0.0,120.0
B3,CHG_SLOW,5,0,0.0,120.0
B3,CHG_SLOW,6,0,0.0,120.0
B3,CHG_SLOW,7,0,0.0,128.125
B3,CHG_SLOW,8,0,0.0,140.0
B3,CHG_SLOW,9,0,0.0,136.25
B3,CHG_SLOW,10,0,0.0,132.5
B3,CHG_SLOW,11,0,0.0,128.75
B3,CHG_SLOW,12,0,0.0,125.0
B3,CHG_SLOW,13,0,0.0,121.25
B3,CHG_SLOW,14,0,0.0,117.5
B3,CHG_SLOW,15,0,0.0,113.75
B3,CHG_SLOW,16,0,0.0,110.0
B3,CHG_SLOW,17,0,0.0,110.0
B3,CHG_SLOW,18,0,0.0,110.0
B3,CHG_SLOW,19,0,0.0,110.0
B3,CHG_SLOW,20,0,0.0,110.0
B3,CHG_SLOW,21,0,0.0,110.0
B3,CHG_SLOW,22,0,0.0,110.0
B3,CHG_SLOW,23,0,0.0,110.0
B3,CHG_SLOW,24,0,0.0,110.0
B3,CHG_SLOW,25,0,0.0,106.25
B3,CHG_SLOW,26,0,0.0,102.5
B3,CHG_SLOW,27,0,0.0,98.75
B3,CHG_SLOW,28,0,0.0,95.0
B3,CHG_SLOW,29,0,0.0,91.25
B3,CHG_SLOW,30,0,0.0,87.5
B3,CHG_SLOW,31,0,0.0,83.75
B3,CHG_SLOW,32,0,0.0,80.0
B3,CHG_SLOW,33,0,0.0,80.0
B3,CHG_SLOW,34,0,0.0,80.0
B3,CHG_SLOW,35,0,0.0,80.0
B3,CHG_SLOW,36,0,0.0,80.0
B3,CHG_SLOW,37,0,0.0,80.0
B3,CHG_SLOW,38,0,0.0,80.0
B3,CHG_SLOW,39,0,0.0,80.0
B3,CHG_SLOW,40,0,0.0,80.0
B3,CHG_SLOW,41,0,0.0,80.0
B3,CHG_SLOW,42,0,0.0,80.0
B3,CHG_SLOW,43,0,0.0,80.0
B3,CHG_SLOW,44,0,0.0,80.0
B3,CHG_SLOW,45,0,0.0,80.0
B3,CHG_SLOW,46,0,0.0,80.0
B3,CHG_SLOW,47,0,0.0,80.0
B3,CHG_SLOW,48,0,0.0,80.0
B3,CHG_SLOW,49,0,0.0,80.0
B3,CHG_SLOW,50,0,0.0,80.0
B3,CHG_SLOW,51,0,0.0,80.0
B3,CHG_SLOW,52,0,0.0,80.0
B3,CHG_SLOW,53,0,0.0,80.0
B3,CHG_SLOW,54,0,0.0,80.0
B3,CHG_SLOW,55,0,0.0,80.0
B3,CHG_SLOW,56,0,0.0,80.0
B3,CHG_SLOW,57,0,0.0,80.0
B3,CHG_SLOW,58,0,0.0,80.0
B3,CHG_SLOW,59,0,0.0,80.0
B3,CHG_SLOW,60,0,0.0,80.0
B3,CHG_SLOW,61,0,0.0,80.0
B3,CHG_SLOW,62,0,0.0,80.0
B3,CHG_SLOW,63,0,0.0,80.0
