battery_capacity_kwh,charging_efficiency,event_id,event_type,reserve_soc_kwh,reserve_soc_percent,soc_after_kwh,soc_after_percent,soc_before_kwh,soc_before_percent,source_artifact,time_min,vehicle_id
314.0,0.95,1804ab20-a2a0-475c-b4d0-71d8a72c192f:charging:4:17,charging,62.800000000000004,20.0,143.56278837,45.7206332388535,143.56276462,45.72062567515923,executed_charging_schedule,75,1804ab20-a2a0-475c-b4d0-71d8a72c192f
314.0,0.95,1804ab20-a2a0-475c-b4d0-71d8a72c192f:charging:5:26,charging,62.800000000000004,20.0,143.56281212,45.72064080254776,143.56278837,45.7206332388535,executed_charging_schedule,90,1804ab20-a2a0-475c-b4d0-71d8a72c192f
314.0,0.95,1804ab20-a2a0-475c-b4d0-71d8a72c192f:charging:8:33,charging,62.800000000000004,20.0,150.68781212,47.98974908280254,143.56281212,45.72064080254776,executed_charging_schedule,135,1804ab20-a2a0-475c-b4d0-71d8a72c192f
314.0,0.95,1804ab20-a2a0-475c-b4d0-71d8a72c192f:charging:12:39,charging,62.800000000000004,20.0,157.81281212,50.25885736305732,150.68781212,47.98974908280254,executed_charging_schedule,195,1804ab20-a2a0-475c-b4d0-71d8a72c192f
314.0,0.95,1804ab20-a2a0-475c-b4d0-71d8a72c192f:charging:16:41,charging,62.800000000000004,20.0,164.93781212,52.52796564331209,157.81281212,50.25885736305732,executed_charging_schedule,255,1804ab20-a2a0-475c-b4d0-71d8a72c192f
314.0,0.95,1804ab20-a2a0-475c-b4d0-71d8a72c192f:startup,startup_deadhead,62.800000000000004,20.0,163.35861212,52.02503570700637,164.93781212,52.52796564331209,canonical_solver_result,373,1804ab20-a2a0-475c-b4d0-71d8a72c192f
314.0,0.95,1804ab20-a2a0-475c-b4d0-71d8a72c192f:service:0,service_trip,62.800000000000004,20.0,156.10977091200002,49.716487551592365,163.35861212,52.02503570700637,canonical_solver_result,400,1804ab20-a2a0-475c-b4d0-71d8a72c192f
314.0,0.95,1804ab20-a2a0-475c-b4d0-71d8a72c192f:service:1,service_trip,62.800000000000004,20.0,148.71025823200003,47.359954850955425,156.10977091200002,49.716487551592365,canonical_solver_result,465,1804ab20-a2a0-475c-b4d0-71d8a72c192f
314.0,0.95,1804ab20-a2a0-475c-b4d0-71d8a72c192f:service:2,service_trip,62.800000000000004,20.0,141.46141702400004,45.05140669554142,148.71025823200003,47.359954850955425,canonical_solver_result,546,1804ab20-a2a0-475c-b4d0-71d8a72c192f
314.0,0.95,1804ab20-a2a0-475c-b4d0-71d8a72c192f:service:3,service_trip,62.800000000000004,20.0,133.95628350000004,42.661236783439506,141.46141702400004,45.05140669554142,canonical_solver_result,1388,1804ab20-a2a0-475c-b4d0-71d8a72c192f
314.0,0.95,1804ab20-a2a0-475c-b4d0-71d8a72c192f:terminal_return,terminal_return,62.800000000000004,20.0,132.37708350000005,42.15830684713378,133.95628350000004,42.661236783439506,canonical_solver_result,1392,1804ab20-a2a0-475c-b4d0-71d8a72c192f
314.0,0.95,1804ab20-a2a0-475c-b4d0-71d8a72c192f:charging:95:138,charging,62.800000000000004,20.0,139.50203600000063,44.4274000000002,132.37708350000005,42.15830684713378,executed_charging_schedule,1440,1804ab20-a2a0-475c-b4d0-71d8a72c192f
314.0,0.95,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c:initial_state,initial_state,62.800000000000004,20.0,111.137474,35.3941,111.137474,35.3941,scenario_fleet_contract,0,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c
314.0,0.95,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c:charging:2:11,charging,62.800000000000004,20.0,118.18494558399999,37.63851770191083,111.137474,35.3941,executed_charging_schedule,45,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c
314.0,0.95,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c:charging:3:15,charging,62.800000000000004,20.0,132.434945584,42.17673426242038,118.18494558399999,37.63851770191083,executed_charging_schedule,60,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c
314.0,0.95,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c:charging:4:18,charging,62.800000000000004,20.0,132.434969334,42.17674182611464,132.434945584,42.17673426242038,executed_charging_schedule,75,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c
314.0,0.95,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c:charging:5:27,charging,62.800000000000004,20.0,144.26242183399998,45.943446443949036,132.434969334,42.17674182611464,executed_charging_schedule,90,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c
314.0,0.95,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c:charging:6:32,charging,62.800000000000004,20.0,144.26244558399998,45.943454007643304,144.26242183399998,45.943446443949036,executed_charging_schedule,105,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c
314.0,0.95,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c:charging:8:34,charging,62.800000000000004,20.0,158.51244558399998,50.48167056815286,144.26244558399998,45.943454007643304,executed_charging_schedule,135,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c
314.0,0.95,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c:charging:9:36,charging,62.800000000000004,20.0,160.934945584,51.25316738343949,158.51244558399998,50.48167056815286,executed_charging_schedule,150,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c
314.0,0.95,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c:startup,startup_deadhead,62.800000000000004,20.0,159.355745584,50.750237447133756,160.934945584,51.25316738343949,canonical_solver_result,363,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c
314.0,0.95,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c:service:0,service_trip,62.800000000000004,20.0,152.10690437600002,48.441689291719754,159.355745584,50.750237447133756,canonical_solver_result,390,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c
314.0,0.95,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c:connection:1,connection_deadhead,62.800000000000004,20.0,142.63170437600002,45.424109673885354,152.10690437600002,48.441689291719754,canonical_solver_result,424,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c
314.0,0.95,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c:service:1,service_trip,62.800000000000004,20.0,135.38286316800003,43.115561518471345,142.63170437600002,45.424109673885354,canonical_solver_result,453,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c
314.0,0.95,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c:service:2,service_trip,62.800000000000004,20.0,127.72697131600003,40.677379400000014,135.38286316800003,43.115561518471345,canonical_solver_result,696,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c
314.0,0.95,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c:service:3,service_trip,62.800000000000004,20.0,120.22180752400003,38.28719984840765,127.72697131600003,40.677379400000014,canonical_solver_result,934,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c
314.0,0.95,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c:service:4,service_trip,62.800000000000004,20.0,112.71667400000003,35.89702993630574,120.22180752400003,38.28719984840765,canonical_solver_result,1381,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c
314.0,0.95,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c:terminal_return,terminal_return,62.800000000000004,20.0,111.13747400000003,35.39410000000001,112.71667400000003,35.89702993630574,canonical_solver_result,1385,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c
314.0,0.95,35f95479-c68e-40bc-b31a-1f0a5490227c:initial_state,initial_state,62.800000000000004,20.0,159.971696,50.946400000000004,159.971696,50.946400000000004,scenario_fleet_contract,0,35f95479-c68e-40bc-b31a-1f0a5490227c
314.0,0.95,35f95479-c68e-40bc-b31a-1f0a5490227c:charging:0:2,charging,62.800000000000004,20.0,174.221696,55.48461656050956,159.971696,50.946400000000004,executed_charging_schedule,15,35f95479-c68e-40bc-b31a-1f0a5490227c
314.0,0.95,35f95479-c68e-40bc-b31a-1f0a5490227c:charging:1:6,charging,62.800000000000004,20.0,181.920290168,57.93639814267516,174.221696,55.48461656050956,executed_charging_schedule,30,35f95479-c68e-40bc-b31a-1f0a5490227c
314.0,0.95,35f95479-c68e-40bc-b31a-1f0a5490227c:charging:4:19,charging,62.800000000000004,20.0,181.920313918,57.93640570636943,181.920290168,57.93639814267516,executed_charging_schedule,75,35f95479-c68e-40bc-b31a-1f0a5490227c
314.0,0.95,35f95479-c68e-40bc-b31a-1f0a5490227c:charging:8:35,charging,62.800000000000004,20.0,196.170313918,62.47462226687898,181.920313918,57.93640570636943,executed_charging_schedule,135,35f95479-c68e-40bc-b31a-1f0a5490227c
314.0,0.95,35f95479-c68e-40bc-b31a-1f0a5490227c:charging:9:37,charging,62.800000000000004,20.0,196.170337668,62.47462983057325,196.170313918,62.47462226687898,executed_charging_schedule,150,35f95479-c68e-40bc-b31a-1f0a5490227c
314.0,0.95,35f95479-c68e-40bc-b31a-1f0a5490227c:charging:10:38,charging,62.800000000000004,20.0,196.170361418,62.47463739426751,196.170337668,62.47462983057325,executed_charging_schedule,165,35f95479-c68e-40bc-b31a-1f0a5490227c
314.0,0.95,35f95479-c68e-40bc-b31a-1f0a5490227c:charging:16:42,charging,62.800000000000004,20.0,196.170385168,62.47464495796178,196.170361418,62.47463739426751,executed_charging_schedule,255,35f95479-c68e-40bc-b31a-1f0a5490227c
314.0,0.95,35f95479-c68e-40bc-b31a-1f0a5490227c:startup,startup_deadhead,62.800000000000004,20.0,194.591185168,61.97171502165605,196.170385168,62.47464495796178,canonical_solver_result,358,35f95479-c68e-40bc-b31a-1f0a5490227c
314.0,0.95,35f95479-c68e-40bc-b31a-1f0a5490227c:service:0,service_trip,62.800000000000004,20.0,187.34234396000002,59.66316686624205,194.591185168,61.97171502165605,canonical_solver_result,385,35f95479-c68e-40bc-b31a-1f0a5490227c
314.0,0.95,35f95479-c68e-40bc-b31a-1f0a5490227c:connection:1,connection_deadhead,62.800000000000004,20.0,177.47234396000002,56.51985476433122,187.34234396000002,59.66316686624205,canonical_solver_result,420,35f95479-c68e-40bc-b31a-1f0a5490227c
314.0,0.95,35f95479-c68e-40bc-b31a-1f0a5490227c:service:1,service_trip,62.800000000000004,20.0,169.96718016800003,54.12967521273886,177.47234396000002,56.51985476433122,canonical_solver_result,456,35f95479-c68e-40bc-b31a-1f0a5490227c
314.0,0.95,35f95479-c68e-40bc-b31a-1f0a5490227c:service:2,service_trip,62.800000000000004,20.0,162.31128831600003,51.69149309426752,169.96718016800003,54.12967521273886,canonical_solver_result,659,35f95479-c68e-40bc-b31a-1f0a5490227c
314.0,0.95,35f95479-c68e-40bc-b31a-1f0a5490227c:service:3,service_trip,62.800000000000004,20.0,154.80612452400004,49.301313542675175,162.31128831600003,51.69149309426752,canonical_solver_result,960,35f95479-c68e-40bc-b31a-1f0a5490227c
314.0,0.95,35f95479-c68e-40bc-b31a-1f0a5490227c:service:4,service_trip,62.800000000000004,20.0,147.30099100000004,46.91114363057326,154.80612452400004,49.301313542675175,canonical_solver_result,1394,35f95479-c68e-40bc-b31a-1f0a5490227c
314.0,0.95,35f95479-c68e-40bc-b31a-1f0a5490227c:terminal_return,terminal_return,62.800000000000004,20.0,145.72179100000005,46.40821369426753,147.30099100000004,46.91114363057326,canonical_solver_result,1398,35f95479-c68e-40bc-b31a-1f0a5490227c
314.0,0.95,35f95479-c68e-40bc-b31a-1f0a5490227c:charging:94:133,charging,62.800000000000004,20.0,159.97167225,50.946392436305736,145.72179100000005,46.40821369426753,executed_charging_schedule,1425,35f95479-c68e-40bc-b31a-1f0a5490227c
314.0,0.95,35f95479-c68e-40bc-b31a-1f0a5490227c:charging:95:139,charging,62.800000000000004,20.0,159.971696,50.946400000000004,159.97167225,50.946392436305736,executed_charging_schedule,1440,35f95479-c68e-40bc-b31a-1f0a5490227c
314.0,0.95,3acd650a-ca8c-4114-9922-f514a915f460:initial_state,initial_state,62.800000000000004,20.0,135.272456,43.0804,135.272456,43.0804,scenario_fleet_contract,0,3acd650a-ca8c-4114-9922-f514a915f460
314.0,0.95,3acd650a-ca8c-4114-9922-f514a915f460:charging:1:7,charging,62.800000000000004,20.0,149.522456,47.61861656050956,135.272456,43.0804,executed_charging_schedule,30,3acd650a-ca8c-4114-9922-f514a915f460
314.0,0.95,3acd650a-ca8c-4114-9922-f514a915f460:charging:2:12,charging,62.800000000000004,20.0,170.897456,54.42594140127389,149.522456,47.61861656050956,executed_charging_schedule,45,3acd650a-ca8c-4114-9922-f514a915f460
314.0,0.95,3acd650a-ca8c-4114-9922-f514a915f460:charging:3:16,charging,62.800000000000004,20.0,192.272456,61.233266242038226,170.897456,54.42594140127389,executed_charging_schedule,60,3acd650a-ca8c-4114-9922-f514a915f460
314.0,0.95,3acd650a-ca8c-4114-9922-f514a915f460:charging:4:20,charging,62.800000000000004,20.0,213.647456,68.04059108280255,192.272456,61.233266242038226,executed_charging_schedule,75,3acd650a-ca8c-4114-9922-f514a915f460
314.0,0.95,3acd650a-ca8c-4114-9922-f514a915f460:charging:5:28,charging,62.800000000000004,20.0,227.897456,72.5788076433121,213.647456,68.04059108280255,executed_charging_schedule,90,3acd650a-ca8c-4114-9922-f514a915f460
314.0,0.95,3acd650a-ca8c-4114-9922-f514a915f460:charging:14:40,charging,62.800000000000004,20.0,235.022456,74.84791592356689,227.897456,72.5788076433121,executed_charging_schedule,225,3acd650a-ca8c-4114-9922-f514a915f460
314.0,0.95,3acd650a-ca8c-4114-9922-f514a915f460:charging:16:43,charging,62.800000000000004,20.0,240.49969768000005,76.59226040764334,235.022456,74.84791592356689,executed_charging_schedule,255,3acd650a-ca8c-4114-9922-f514a915f460
314.0,0.95,3acd650a-ca8c-4114-9922-f514a915f460:charging:18:45,charging,62.800000000000004,20.0,247.62469768000005,78.8613686878981,240.49969768000005,76.59226040764334,executed_charging_schedule,285,3acd650a-ca8c-4114-9922-f514a915f460
314.0,0.95,3acd650a-ca8c-4114-9922-f514a915f460:charging:22:50,charging,62.800000000000004,20.0,252.82722268185148,80.51822378402913,247.62469768000005,78.8613686878981,executed_charging_schedule,345,3acd650a-ca8c-4114-9922-f514a915f460
314.0,0.95,3acd650a-ca8c-4114-9922-f514a915f460:startup,startup_deadhead,62.800000000000004,20.0,251.2480226818515,80.01529384772341,252.82722268185148,80.51822378402913,canonical_solver_result,380,3acd650a-ca8c-4114-9922-f514a915f460
314.0,0.95,3acd650a-ca8c-4114-9922-f514a915f460:service:0,service_trip,62.800000000000004,20.0,246.2792501738515,78.43288222097182,251.2480226818515,80.01529384772341,canonical_solver_result,400,3acd650a-ca8c-4114-9922-f514a915f460
314.0,0.95,3acd650a-ca8c-4114-9922-f514a915f460:connection:1,connection_deadhead,62.800000000000004,20.0,231.2768501738515,73.65504782606736,246.2792501738515,78.43288222097182,canonical_solver_result,448,3acd650a-ca8c-4114-9922-f514a915f460
314.0,0.95,3acd650a-ca8c-4114-9922-f514a915f460:service:1,service_trip,62.800000000000004,20.0,218.9371932498515,69.7252207802075,231.2768501738515,73.65504782606736,canonical_solver_result,519,3acd650a-ca8c-4114-9922-f514a915f460
314.0,0.95,3acd650a-ca8c-4114-9922-f514a915f460:service:2,service_trip,62.800000000000004,20.0,206.7482643858515,65.84339630122659,218.9371932498515,69.7252207802075,canonical_solver_result,591,3acd650a-ca8c-4114-9922-f514a915f460
314.0,0.95,3acd650a-ca8c-4114-9922-f514a915f460:service:3,service_trip,62.800000000000004,20.0,194.40860746185152,61.91356925536673,206.7482643858515,65.84339630122659,canonical_solver_result,654,3acd650a-ca8c-4114-9922-f514a915f460
314.0,0.95,3acd650a-ca8c-4114-9922-f514a915f460:service:4,service_trip,62.800000000000004,20.0,182.21967859785153,58.031744776385835,194.40860746185152,61.91356925536673,canonical_solver_result,715,3acd650a-ca8c-4114-9922-f514a915f460
314.0,0.95,3acd650a-ca8c-4114-9922-f514a915f460:service:5,service_trip,62.800000000000004,20.0,169.88002167385153,54.10191773052596,182.21967859785153,58.031744776385835,canonical_solver_result,981,3acd650a-ca8c-4114-9922-f514a915f460
314.0,0.95,3acd650a-ca8c-4114-9922-f514a915f460:service:6,service_trip,62.800000000000004,20.0,157.69109280985154,50.22009325154508,169.88002167385153,54.10191773052596,canonical_solver_result,1043,3acd650a-ca8c-4114-9922-f514a915f460
314.0,0.95,3acd650a-ca8c-4114-9922-f514a915f460:service:7,service_trip,62.800000000000004,20.0,145.35143588585154,46.29026620568521,157.69109280985154,50.22009325154508,canonical_solver_result,1111,3acd650a-ca8c-4114-9922-f514a915f460
314.0,0.95,3acd650a-ca8c-4114-9922-f514a915f460:service:8,service_trip,62.800000000000004,20.0,133.16250702185155,42.40844172670432,145.35143588585154,46.29026620568521,canonical_solver_result,1166,3acd650a-ca8c-4114-9922-f514a915f460
314.0,0.95,3acd650a-ca8c-4114-9922-f514a915f460:service:9,service_trip,62.800000000000004,20.0,120.82285009785156,38.478614680844444,133.16250702185155,42.40844172670432,canonical_solver_result,1225,3acd650a-ca8c-4114-9922-f514a915f460
314.0,0.95,3acd650a-ca8c-4114-9922-f514a915f460:service:10,service_trip,62.800000000000004,20.0,108.63392123385155,34.596790201863556,120.82285009785156,38.478614680844444,canonical_solver_result,1280,3acd650a-ca8c-4114-9922-f514a915f460
314.0,0.95,3acd650a-ca8c-4114-9922-f514a915f460:service:11,service_trip,62.800000000000004,20.0,96.44502263785155,30.714975362373103,108.63392123385155,34.596790201863556,canonical_solver_result,1334,3acd650a-ca8c-4114-9922-f514a915f460
314.0,0.95,3acd650a-ca8c-4114-9922-f514a915f460:service:12,service_trip,62.800000000000004,20.0,92.17918100185155,29.356427070653357,96.44502263785155,30.714975362373103,canonical_solver_result,1370,3acd650a-ca8c-4114-9922-f514a915f460
314.0,0.95,3acd650a-ca8c-4114-9922-f514a915f460:terminal_return,terminal_return,62.800000000000004,20.0,90.59998100185155,28.853497134347624,92.17918100185155,29.356427070653357,canonical_solver_result,1374,3acd650a-ca8c-4114-9922-f514a915f460
314.0,0.95,3acd650a-ca8c-4114-9922-f514a915f460:charging:92:126,charging,62.800000000000004,20.0,104.84998100185155,33.39171369485718,90.59998100185155,28.853497134347624,executed_charging_schedule,1395,3acd650a-ca8c-4114-9922-f514a915f460
314.0,0.95,3acd650a-ca8c-4114-9922-f514a915f460:charging:93:129,charging,62.800000000000004,20.0,104.85000475185154,33.39172125855144,104.84998100185155,33.39171369485718,executed_charging_schedule,1410,3acd650a-ca8c-4114-9922-f514a915f460
314.0,0.95,3acd650a-ca8c-4114-9922-f514a915f460:charging:94:134,charging,62.800000000000004,20.0,121.02245600000003,38.54218343949046,104.85000475185154,33.39172125855144,executed_charging_schedule,1425,3acd650a-ca8c-4114-9922-f514a915f460
314.0,0.95,3acd650a-ca8c-4114-9922-f514a915f460:charging:95:140,charging,62.800000000000004,20.0,135.27245600000003,43.08040000000001,121.02245600000003,38.54218343949046,executed_charging_schedule,1440,3acd650a-ca8c-4114-9922-f514a915f460
314.0,0.95,3e38e74f-191a-4b72-8061-59f0020151e3:initial_state,initial_state,62.800000000000004,20.0,200.36026,63.809000000000005,200.36026,63.809000000000005,scenario_fleet_contract,0,3e38e74f-191a-4b72-8061-59f0020151e3
314.0,0.95,3e38e74f-191a-4b72-8061-59f0020151e3:charging:0:3,charging,62.800000000000004,20.0,214.61026,68.34721656050957,200.36026,63.809000000000005,executed_charging_schedule,15,3e38e74f-191a-4b72-8061-59f0020151e3
314.0,0.95,3e38e74f-191a-4b72-8061-59f0020151e3:charging:1:8,charging,62.800000000000004,20.0,235.98526,75.15454140127389,214.61026,68.34721656050957,executed_charging_schedule,30,3e38e74f-191a-4b72-8061-59f0020151e3
314.0,0.95,3e38e74f-191a-4b72-8061-59f0020151e3:charging:2:13,charging,62.800000000000004,20.0,250.23526,79.69275796178344,235.98526,75.15454140127389,executed_charging_schedule,45,3e38e74f-191a-4b72-8061-59f0020151e3
314.0,0.95,3e38e74f-191a-4b72-8061-59f0020151e3:charging:4:21,charging,62.800000000000004,20.0,251.19990000000007,79.99996815286626,250.23526,79.69275796178344,executed_charging_schedule,75,3e38e74f-191a-4b72-8061-59f0020151e3
314.0,0.95,3e38e74f-191a-4b72-8061-59f0020151e3:charging:18:46,charging,62.800000000000004,20.0,251.2,80.0,251.19990000000007,79.99996815286626,executed_charging_schedule,285,3e38e74f-191a-4b72-8061-59f0020151e3
314.0,0.95,3e38e74f-191a-4b72-8061-59f0020151e3:charging:19:47,charging,62.800000000000004,20.0,251.20002374999999,80.00000756369427,251.2,80.0,executed_charging_schedule,300,3e38e74f-191a-4b72-8061-59f0020151e3
314.0,0.95,3e38e74f-191a-4b72-8061-59f0020151e3:charging:24:59,charging,62.800000000000004,20.0,252.25199579999997,80.33503050955413,251.20002374999999,80.00000756369427,executed_charging_schedule,375,3e38e74f-191a-4b72-8061-59f0020151e3
314.0,0.95,3e38e74f-191a-4b72-8061-59f0020151e3:startup,startup_deadhead,62.800000000000004,20.0,242.38199579999997,77.19171840764331,252.25199579999997,80.33503050955413,canonical_solver_result,411,3e38e74f-191a-4b72-8061-59f0020151e3
314.0,0.95,3e38e74f-191a-4b72-8061-59f0020151e3:service:0,service_trip,62.800000000000004,20.0,230.69831881599998,73.47080217070064,242.38199579999997,77.19171840764331,canonical_solver_result,450,3e38e74f-191a-4b72-8061-59f0020151e3
314.0,0.95,3e38e74f-191a-4b72-8061-59f0020151e3:service:1,service_trip,62.800000000000004,20.0,219.16536989199997,69.79788850063693,230.69831881599998,73.47080217070064,canonical_solver_result,518,3e38e74f-191a-4b72-8061-59f0020151e3
314.0,0.95,3e38e74f-191a-4b72-8061-59f0020151e3:service:2,service_trip,62.800000000000004,20.0,207.48169290799999,66.07697226369426,219.16536989199997,69.79788850063693,canonical_solver_result,580,3e38e74f-191a-4b72-8061-59f0020151e3
314.0,0.95,3e38e74f-191a-4b72-8061-59f0020151e3:service:3,service_trip,62.800000000000004,20.0,195.94874398399998,62.40405859363056,207.48169290799999,66.07697226369426,canonical_solver_result,651,3e38e74f-191a-4b72-8061-59f0020151e3
